--
-- Fichier généré par SQLiteStudio v3.4.10 sur ven. août 29 12:39:40 2025
--
-- Encodage texte utilisé : System
--
PRAGMA foreign_keys = off;
BEGIN TRANSACTION;

-- Tableau : Finance
DROP TABLE IF EXISTS Finance;
CREATE TABLE IF NOT EXISTS Finance (Key_Finance VARCHAR NOT NULL, Date DATE NOT NULL, SKU TEXT NOT NULL, Taxe_Statut VARCHAR NOT NULL, Onsale_Web BOOLEAN NOT NULL, Price NUMERIC NOT NULL, Purchase_Price NUMERIC NOT NULL, CONSTRAINT Key_Finance PRIMARY KEY (Key_Finance));
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14692', '2022-10-01', '14692', 'taxable', 1, '21,7', '10,65');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15729, '0', '0', 1, '4,3', '2', '18-04-2022', '18-04-2022', 'Vin', 'Vin', 'Maurice Schoech Gewurztraminer Vendanges Tardives 2017', 'La peau épaisse et rosée du gewurztraminer se prête à merveille à la surmaturation. Récoltées et triées sur nos plus vieilles parcelles en coteaux, les grappes botrytisées  donnent naissance à un vin unique. La robe dorée, le nez à la fois exotique et complexe et la bouche moelleuse et sa finale en dentelle régalera vos papilles pour toutes vos occasions festives.', '75cl', 'publish', 'closed', 'closed', 'schoech-gewurztraminer-vt-2017', '25-08-2022', '25-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15729', 'product', '1');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15730, '0', '0', 4, '3,3', '2', '19-04-2022', '19-04-2022', 'Vin', 'Vin', 'Maurice Schoech Pinot Gris Grand Cru Schlossberg 2021', 'Nez juvénile sur les fruits blancs, le froment et une toute petite touche de sous-bois qui lui apporte de la complexité. Profil ½ sec mais élancé, cristallin avec de la mâche et finalement assez facile à appréhender avec son coté immédiat. Ce couple cépage/terroir est assez rare et c’est là une véritable réussite.', '75cl', 'publish', 'closed', 'closed', 'maurice-schoech-pinot-gris-grand-cru-schlossberg-2021', '30-07-2022', '30-07-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15730', 'product', '4');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15731, '0', '0', 2, '4,7', '2', '19-04-2022', '19-04-2022', 'Vin', 'Vin', 'Maurice Schoech Pinot Gris 2018', 'Il est produit pour moitié sur les coteaux granitiques. Charpenté, long en bouche, il présente des arômes complexes de sous-bois légèrement fumés.', '75cl', 'publish', 'closed', 'closed', 'maurice-schoech-pinot-gris-2018', '27-08-2022', '27-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15731', 'product', '2');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15732, '0', '0', 3, '4,6', '2', '19-04-2022', '19-04-2022', 'Vin', 'Vin', 'Maurice Schoech Riesling 2018', 'Un Riesling plein de fruits frais, sec et racé et doté d''une grande profondeur. Le côté pierre à fusil typique du cépage est très bien représenté.', '75cl', 'publish', 'closed', 'closed', 'maurice-schoech-riesling-2018', '24-08-2022', '24-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15732', 'product', '3');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15733, '0', '0', 7, '4,3', '2', '19-04-2022', '19-04-2022', 'Vin', 'Vin', 'Maurice Schoech Riesling Grand Cru Kaefferkopf 2018', 'Ce vin provient de deux parcelles idéalement situées une sur le granit et l’autre sur une lentille de grès. La roche mère ne se trouve parfois qu’à 30 cm de profondeur. Les racines plongent ici au plus profond des failles et c’est de ce sol que ce vin tire son caractère unique: nez délicat d’agrumes, fraîcheur et matière soyeuse en bouche avec une finale longue et droite.', '75cl', 'publish', 'closed', 'closed', 'maurice-schoech-riesling-grand-cru-kaefferkopf-2018', '07-07-2022', '07-07-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15733', 'product', '7');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15734, '0', '0', 2, 5, '2', '19-04-2022', '19-04-2022', 'Vin', 'Vin', 'Maurice Schoech Riesling Vendanges Tardives 2017', 'Ces raisins ont été récoltés en trois tris avec une proportion importante de pourriture noble. Doux et vif à la fois, aux arômes de fruit et d’agrumes confits rehaussé d’une note de minéralité.', '75cl', 'publish', 'closed', 'closed', 'maurice-schoech-riesling-vendanges-tardives-2017', '20-08-2022', '20-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15734', 'product', '2');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15735, '0', '0', 0, '', '2', '24-04-2022', '24-04-2022', 'Vin', 'Vin', 'Domino Romano Ribera del Duero RDR 2020', 'Le défi de Dominio Romano. Un vin comme expression de l’unique et rare terroir de la Viña Lucio. Un vignoble de sable blanc avec une couche de gravier située en profondeur et plantée dans le Pago de la Carronda, autrement dit la zone la plus fraîche de la Ribera. Un vignoble particulier, un des plus anciens de la région, qui permet d’obtenir un raisin d’un grain plus petit et plus concentré, du fait de la difficulté des ceps de vignes à trouver l’eau nécessaire pour survivre.', '75cl', 'publish', 'closed', 'closed', 'domino-romano-ribera-del-duero-rdr-2020', '21-08-2022', '21-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15735', 'product', '0');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15736, '0', '0', 3, '3,2', '2', '24-04-2022', '24-04-2022', 'Vin', 'Vin', 'Gratavinum Priorat 2?r 2021', 'Le nez est intense, avec des notes de confiture de fruits rouges, des notes minérales, et des notes d’herbes sauvages. Les tanins sont mûrs mais très équilibrés, combinés avec un bon volume et une bonne acidité en bouche. Les arômes fruités font ensuite place à une finition nettement minérale, avec une longue finale et une sensation de fraîcheur.', '75cl', 'publish', 'closed', 'closed', 'gratavinum-priorat-2%cf%80r-2021', '24-06-2022', '24-06-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15736', 'product', '3');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15737, '0', '0', 3, '4,8', '2', '02-06-2022', '02-06-2022', 'Vin', 'Vin', 'Château Turcaud Bordeaux Blanc Cuvée Majeure 2018', 'Délicatesse et complexité. Fruité d’abricot sec, de noisette fraîche et de poire williams. Notes florales avec une très belle fraîcheur aromatique. Notes grillées, fumées et épicées, de poivre et de muscade. Le fruité se prolonge en une bouche grasse, riche et longue.', '75cl', 'publish', 'closed', 'closed', 'chateau-turcaud-bordeaux-blanc-cuvee-majeure-2018', '26-08-2022', '26-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15737', 'product', '3');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15740, '0', '0', 2, '3,6', '2', '25-04-2022', '25-04-2022', 'Vin', 'Vin', 'Château Jean Faure Saint-Emilion Grand Cru 2020', 'Une réussite absolue, jamais les cabernets ont autant « parlé » sur ce magnifique terroir. Olivier Decelle récolte les fruits de ses efforts sans relâche, et de ses intuitions, pour hisser le cru au sommet du plateau. Un vin racé, vertical, plein de fraîcheur et d’un fruité bluffant.', '75cl', 'publish', 'closed', 'closed', 'jean-faure-saint-emilion-grand-cru-2020', '27-08-2022', '27-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15740', 'product', '2');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15741, '0', '0', 2, '3,3', '2', '25-04-2022', '25-04-2022', 'Vin', 'Vin', 'Le Cèdre de Jean Faure Saint-Emilion 2022', 'Un nez ouvert  sur un velouté de fruits rouges, livrant avec beaucoup de douceur et de finesse quelques senteurs de cerise et de fraise sur un lit de petites épices.En bouche nous avons le même esprit et même plaisir. Structure fine et élégante.', '75cl', 'publish', 'closed', 'closed', 'cedre-de-jean-faure-saint-emilion-2022', '27-08-2022', '27-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15741', 'product', '2');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15745, '0', '0', 0, '', '2', '05-10-2021', '05-10-2021', 'Vin', 'Vin', 'Borie La Vitarèle Saint-Chinian Midi Rouge 2015', 'Midi Rouge, le petit dernier de la Vitarèle comme un hommage aux luttes des anciens. Syrah d''altitude, vieux Carignans de schistes, Mourvèdre et Syrah de crès vinifiés et élevés en demi-muids. Un vin tout en intensité et fraîcheur, élégance et raffinement.', '75cl', 'publish', 'closed', 'closed', 'borie-la-vitarele-saint-chinian-midi-rouge-2015', '18-06-2022', '18-06-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15745', 'product', '0');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15746, '0', '0', 1, '3,1', '2', '15-02-2022', '15-02-2022', 'Vin', 'Vin', 'Borie La Vitarèle Saint-Chinian Les Crès 2022', 'Intense, délicatement poivré, de belles notes de fruits frais, des nuances florales. Un vin puissant et généreux, taillé pour affronter les années.', '75cl', 'publish', 'closed', 'closed', 'borie-la-vitarele-saint-chinian-les-cres-2022', '07-08-2022', '07-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15746', 'product', '1');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15747, '0', '0', 13, '3,4', '2', '15-02-2022', '15-02-2022', 'Vin', 'Vin', 'Borie La Vitarèle Saint-Chinian Les Schistes 2021', 'Beaucoup de délicatesse dans des nuances épicées, beaucoup de finesse dans les senteurs. C''est un vin unique par la finesse de ses tanins.', '75cl', 'publish', 'closed', 'closed', 'borie-la-vitarele-saint-chinian-les-schistes-2021', '14-08-2022', '14-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15747', 'product', '13');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15748, '0', '0', 0, '', '2', '26-11-2022', '26-11-2022', 'Vin', 'Vin', 'Tempier Bandol Rouge 2021', 'C’est un vin fruité et équilibré que l’on a du plaisir à boire après 3 ou 4 ans mais qui développe un très beau bouquet d’arômes tertiaires  (cuir, animal, sous-bois) avec un peu plus d’âge. Son équilibre lui permet de tenir jusqu’à 15 ans voir plus. ', '75cl', 'publish', 'closed', 'closed', 'tempier-bandol-2021', '26-08-2022', '26-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15748', 'product', '0');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15753, '0', '0', 2, '4,9', '2', '09-10-2022', '09-10-2022', 'Vin', 'Vin', 'David-Beaupère Juliénas La Bottière Vieilles Vignes 2018', 'Belle robe framboise brillante assez soutenue. Nez très expressif sur des fruits mûrs, la cerise et la delicatesse florale de la violette. La bouche est gourmande et juteuse avec une belle matière. C''est très élégant et généreux.', '75cl', 'publish', 'closed', 'closed', 'david-beaupere-julienas-bottiere-2018', '21-07-2022', '21-07-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15753', 'product', '2');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15755, '0', '0', 6, '3,3', '2', '01-09-2022', '01-09-2022', 'Vin', 'Vin', 'David-Beaupère Juliénas Les Trois Verres 2018', 'Structuré et légèrement tanique, complexe en bouche… C''est le compagnon idéal de vos apéros et grillades. Terroir sableux et limoneux de colluvions. Vinification sans intrants, non collé non filtré. Léger sulfitage à la mise en bouteille. Jeune vigneron talentueux du Beaujolais, le domaine est travaillé en bio.', '75cl', 'publish', 'closed', 'closed', 'david-beaupere-julienas-2018', '10-03-2022', '10-03-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15755', 'product', '6');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15756, '0', '0', 2, '3,7', '2', '09-10-2022', '09-10-2022', 'Vin', 'Vin', 'David-Beaupère Juliénas Vayolette 2017', 'Un Juliénas intense et profond. De beaux arômes de fruits noirs, violette et quelques notes fumées. On garde beaucoup de fraîcheur et de gourmandise.', '75cl', 'publish', 'closed', 'closed', 'david-beaupere-julienas-vayolette-2017', '11-05-2022', '11-05-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15756', 'product', '2');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15758, '0', '0', 3, '3,3', '2', '16-02-2022', '16-02-2022', 'Vin', 'Vin', 'Xavier Frissant Touraine Amboise Chenin Les Pierres 2018', 'Un Touraine Amboise fin et élégant, un joli chenin qui exprime des petits fruits compotés, ainsi qu''une belle fraîcheur minérale.', '75cl', 'publish', 'closed', 'closed', 'frissant-chenin-pierres-2018', '27-08-2022', '27-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15758', 'product', '3');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15759, '0', '0', 6, '4,7', '2', '16-02-2022', '16-02-2022', 'Vin', 'Vin', 'Xavier Frissant Touraine Amboise M de La Touche 2022', 'Vin léger et gourmand, sur des belles notes de fruits. M'' de la Touche garde tout de même une belle structure et quelques tanins, bien représentatifs du cépage Côt.', '75cl', 'publish', 'closed', 'closed', 'xavier-frissant-touraine-amboise-m-de-la-touche-2022', '27-08-2022', '27-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15759', 'product', '6');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15763, '0', '0', 5, '3,3', '2', '25-01-2022', '25-01-2022', 'Vin', 'Vin', 'Domaine de la Monardière Vacqueyras Vieilles Vignes 2016', 'Sélection des plus vieilles parcelles du domaine, ce vin de garde est l’expression la plus aboutie des terroirs de la Monardière. Concentration, finesse et longueur pour cette belle cuvée.', '75cl', 'publish', 'closed', 'closed', 'domaine-de-la-monardiere-vacqueyras-les-vieilles-vignes-2016', '21-08-2022', '21-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15763', 'product', '5');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15764, '0', '0', 5, '4,2', '2', '04-01-2022', '04-01-2022', 'Vin', 'Vin', 'Domaine de la Monardière Vacqueyras Blanc Galéjade 2018', 'Vin blanc à la fois riche et expressif, la cuvée Galéjade est un vin de gastronomie au tempérament sudiste assumé.', '75cl', 'publish', 'closed', 'closed', 'domaine-de-la-monardiere-vacqueyras-galejade-2018', '20-07-2022', '20-07-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15764', 'product', '5');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15766, '0', '0', 5, '3,8', '2', '18-04-2021', '18-04-2021', 'Vin', 'Vin', 'Domaine Labranche Laffont Madiran Vieilles Vignes 2015', 'Cette cuvée issue de vignes de Tannat âgées de plus de 60 ans. La vinification est douce. L''élevage est long et peu interventionniste. Ce grand vin de Madiran est ample, corsé, et présente nu fruité, une finesse et une longueur remarquables.', '75cl', 'publish', 'closed', 'closed', 'domaine-labranche-laffont-madiran-vieilles-vignes-2015', '25-07-2022', '25-07-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15766', 'product', '5');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15767, '0', '0', 2, '3,6', '2', '13-02-2022', '13-02-2022', 'Vin', 'Vin', 'Emile Boeckel Sylvaner Grand Cru Zotzenberg 2017', 'Unique terroir où le Sylvaner peut être classé Grand Cru. Un nez d’agrumes et de fruits mûrs. En bouche c’est un vin qui allie richesse et finesse : puissant, ample et gras à l’attaque, équilibré et vif en finale.', '75cl', 'publish', 'closed', 'closed', 'emile-boeckel-sylvaner-grand-cru-zotzenberg-2017', '25-08-2022', '25-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15767', 'product', '2');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15769, '0', '0', 4, '3,1', '2', '04-01-2022', '04-01-2022', 'Vin', 'Vin', 'La Préceptorie Côtes du Roussillon Blanc Coume Marie 2018', 'Un vin complexe, riche et floral. La bouche cristalline et étonnante de pureté, conjugue maturité et équilibre.', '75cl', 'publish', 'closed', 'closed', 'la-preceptorie-cotes-du-roussillon-coume-marie-2018-blc', '27-08-2022', '27-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15769', 'product', '4');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15770, '0', '0', 8, '3,7', '2', '20-02-2022', '20-02-2022', 'Vin', 'Vin', 'La Préceptorie Côtes du Roussillon Coume Marie 2018', 'Coume Marie à une robe rouge sombre et présente un nez délicatement épicé, toasté et fruité. La bouche, complexe et puissante, présente des tanins souples et élégants. La finale ponctue la dégustation sur des arômes de cassis.', '75cl', 'publish', 'closed', 'closed', 'preceptorie-cotes-du-roussillon-coume-marie-2018', '27-08-2022', '27-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15770', 'product', '8');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15773, '0', '0', 0, '', '2', '11-05-2022', '11-05-2022', 'Vin', 'Vin', 'Saumaize-Michelin Pouilly-Fuissé Clos sur la Roche 2018', 'C’est la plus grande parcelle du domaine : 1.65 ha. Cette vigne agée aux deux tiers de 30 ans et de 90 ans le reste, est située à part sur le revers de la Roche de Vergisson. Au milieu d’un biotope sous influence méditerranéenne, elle a une maturité précoce. On retrouve dans le vin ce côté solaire soutenu par une matière d’une grande consistance qui conjugue différents types de minéralité. La luminosité de la parcelle apporte toujours un éclat supplémentaire.', '75cl', 'publish', 'closed', 'closed', 'saumaize-michelin-pouilly-fuisse-clos-sur-la-roche-2018', '31-07-2022', '31-07-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15773', 'product', '0');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15774, '0', '0', 7, '3,1', '2', '28-03-2021', '28-03-2021', 'Vin', 'Vin', 'Saumaize-Michelin Viré-Clessé 2018', 'Équilibre subtil entre une bouche riche, aromatique et vanillée et sa finale sapide tout en longueur.', '75cl', 'publish', 'closed', 'closed', 'saumaize-michelin-vire-clesse-2018', '28-07-2022', '28-07-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15774', 'product', '7');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15775, '0', '0', 1, '3,1', '2', '28-03-2021', '28-03-2021', 'Vin', 'Vin', 'Saumaize-Michelin Saint-Véran Les Crèches 2018', 'Ancrée au pied de la Roche de Vergisson 1 ha 08 ares en 2 parcelles sur le même terroir exposées au sud-est. La plus grande, âgée de 35 ans, implantée sur un sol maigre fortement calcaire, l’autre, une vieille vigne de 45 ans, plus basse sur le coteau, au sol plus argileux avec des raisins souvent millerandés et concentrés. Le mariage de ces deux vignes donne un vin au fruit plein, ample, soutenu par une minéralité affirmée (craie grasse). La maturité toujours aboutie, est équilibrée par l’enracinement et le caractère du terroir. Un vin puissant et d’une expression raffinée à la fois, développant des notes d’abricots sur un bel ensemble minéral, avec une longueur exceptionnelle en bouche tout en restant sur une dynamique de fraîcheur.', '75cl', 'publish', 'closed', 'closed', 'saumaize-michelin-saint-veran-creches-2018', '26-08-2022', '26-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15775', 'product', '1');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15776, '0', '0', 0, '', '2', '11-05-2022', '11-05-2022', 'Vin', 'Vin', 'Saumaize-Michelin Pouilly-Fuissé Les Ronchevats 2018', 'Une très belle parcelle sur des sols argileux. Beaucoup de caractère et de maturité sur cette cuvée. Assez musclé, mais sec et svelte pour une finale tout en précision.', '75cl', 'publish', 'closed', 'closed', 'saumaize-michelin-pouilly-fuisse-les-ronchevats-2018', '26-08-2022', '26-08-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15776', 'product', '0');
INSERT INTO Web (SKU, Virtuals, Downloadable, Rating_count, Average_rating, Post_author, Post_date, Post_date_gmt, Product_type, Segment, Post_title, Post_excerpt, Contenance, Post_status, Comment_status, Ping_status, Post_name, Post_modified, Post_modified_gmt, Post_parent, Guid, Post_type, Comment_count) VALUES (15779, '0', '0', 1, '3,1', '2', '03-01-2022', '03-01-2022', 'Vin', 'Vin', '"Decelle-Villa Côte de Nuits Villages ""Aux Montagnes"" 2014"', 'De Gevrey-Chambertin à Nuits-Saint-Georges, les Côtes de Nuits Villages déroulent une longue bande de terroirs qui expriment pleinement le caractère fruité et glissant du pinot noir. Ce vin est issu d’une parcelle de la commune de Comblanchien, célèbre pour ses carrières de pierre blanche qui fut utilisée, entre autres, par Charles Garnier pour l’édification de l’Opéra de Paris.', '75cl', 'publish', 'closed', 'closed', 'decelle-villa-cote-de-nuits-aux-montagnes-2014', '30-07-2022', '30-07-2022', '0', 'https://www.bottle-neck.fr/?post_type=product&#038:p=15779', 'product', '1');
