SKU;Virtuals;Downloadable;Rating_count;Average_rating;Post_author;Post_date;Post_date_gmt;Product_type;Segment;Post_title;Post_excerpt;Contenance;Post_status;Comment_status;Ping_status;Post_name;Post_modified;Post_modified_gmt;Post_parent;Guid;Post_type;Comment_count
8344;0;0;0;;2;18-04-2022;18-04-2022;Vin;Vin;Domaine Muré Crémant d'Alsace Rosé;Un crémant élégant, ample et gras, dévoilant de beaux arômes de fruits rouges. Belle finale fraîche, élégante, et de bonne longueur.;75cl;publish;closed;closed;domaine-mure-cremant-dalsace-rose;11-08-2022;11-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=8344;product;0
8365;0;0;17;3,4;2;29-01-2021;29-01-2021;Vin;Vin;Parés Baltà Cava Brut Nature;Un effervescent contemporain où le fruit et la fraîcheur dominent, mais d'une grande structure et complexité grâce à la puissance du cépage Xarel-Io.;75cl;publish;closed;closed;pares-balta-cava-brut-nature;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=8365;product;17
8463;0;0;0;;2;26-11-2022;26-11-2022;Vin;Vin;Domaine Huet Vouvray Le Mont Moelleux Première Trie 2008;Harmonie majestueuse dans ce vin d'exception, dont la pureté de botrytis et l'intensité de saveurs le situent dans un univers à part : son intensité de saveurs, sa persistance et sa noblesse aromatique laissent pantois.;75cl;publish;closed;closed;domaine-huet-vouvray-le-mont-moelleux-premiere-trie-2008;09-05-2022;09-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=8463;product;0
9562;0;0;0;;2;02-03-2021;02-03-2021;Champagne;Spiritueux;Champagne Larmandier-Bernier Latitude;La cuvée Latitude est très équilibrée entre fraîcheur et fruité, enrichie d’une petite touche vineuse. C’est un champagne idéal pour l’apéritif. Ce 100% Chardonnay élaboré à partir de raisins cultivés sur des terroirs classés premier cru s’appuie sur un assemblage de plusieurs années afin d’asseoir le style maison. Les vins de l’année sont vinifiés en cuve, puis élevés sur lies avant d’être assemblés avec des vins de réserve conservés en fûts et en foudres de chêne. Les bouteilles patientent ensuite 2 à 3 ans dans la fraîcheur des caves de la maison pour parfaire leurs arômes. Le Latitude reçoit un dosage extrêmement faible de 4g/L (Extra Brut) grâce l’excellente maturité et à la belle intensité. Une cuvée qui atteint un équilibre parfait entre fruité et vivacité.;75cl;publish;closed;closed;champagne-larmandier-bernier-latitude;28-05-2018;28-05-2018;0;https://www.bottle-neck.fr/?post_type=product&#038:p=9562;product;0
9636;0;0;2;4;2;22-03-2020;22-03-2020;Whisky;Spiritueux;Wemyss Malts Blended Malt Scotch Whisky The Hive 12 ans;The Hive est un assemblage de malts du Speyside avec principalement des 12 ans en provenance de 16 distilleries dont la plupart se trouvent en Speyside. La couleur intense tire sur le bronze qui souligne l’élevage en fût de Sherry. Le nez évoque le miel frais, les pommes au caramel et les bâtons de cannelle. La sucrosité du miel se prolonge en bouche et domine les nuances d’épices à dessert et de fruits confits. La finale est persistante, ronde et douce.;70cl;publish;closed;closed;whisky-wemyss-the-hive-12-ans;19-08-2022;19-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=9636;product;2
9937;0;0;1;3,2;2;17-05-2022;17-05-2022;Vin;Vin;Marcel Richaud Cairanne Rouge Les Estrambords 2011;Un vin généreux, profond et intense. Les notes de fruits noirs mûrs s'associent à un fond complexe d'épies et de plantes aromatiques, le tout souligné par une belle fraîcheur acidulée qui apporte de la tonicité.;75cl;publish;closed;closed;marcel-richaud-cairanne-rouge-les-estrambords-2011;26-06-2021;26-06-2021;0;https://www.bottle-neck.fr/?post_type=product&#038:p=9937;product;1
10014;0;0;3;3,8;2;04-04-2020;04-04-2020;Gin;Spiritueux;Darnley's London Dry Gin Original;Un gin léger, floral et aromatisé aux agrumes dans le style London Dry. Au nez ressort de généreuses notes d'aiguilles de pin, de genévrier, de fleur de sureau, ou encore de limonade. En bouche, les agrumes dominent, accompagnés de genièvre, suivis de quelques épices. La finale est toute en caractère, sur des notes fruitières et de fleur de sureau.;70cl;publish;closed;closed;darnleys-london-dry-gin-original;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=10014;product;3
10459;0;0;0;;2;13-04-2022;13-04-2022;Vin;Vin;Alphonse Mellot Sancerre Rouge Génération XIX 2011;Robe d'un superbe rubis, dense et profond - Aspect mûr. Le nez est riche et complexe. Tout est séduction dans ce vin, la culture et la précision en plus. Il cueille pour nous la mûre, la myrtille et la griotte et nous offre sur un fond de fraîcheur les épices venues d'Orient : poivre rose, vanille et cannelle. La bouche est séduction et plénitude.;75cl;publish;closed;closed;alphonse-mellot-sancerre-rouge-generation-xix-2011;24-08-2022;24-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=10459;product;0
10775;0;0;3;4,3;2;17-04-2022;17-04-2022;Vin;Vin;Albert Mann Pinot Gris Vendanges Tardives Altenbourg 2011;Belle bouteille dotée d’une grande complexité aromatique. Le vin est fruité, marqué par des notes de fruits jaunes, pêche et abricot. Et il dévoile des arômes de vanille et de marzipan. La bouche est suave avec une fine acidité. Ce vin ne demande qu’à vieillir quelques années.;75cl;publish;closed;closed;albert-mann-pinot-gris-vendanges-tardives-altenbourg-2011;22-12-2022;22-12-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=10775;product;3
10814;0;0;2;4,5;2;17-04-2022;17-04-2022;Vin;Vin;Thierry Germain Saumur-Champigny Outre Terre 2013;La robe est rouge vif. Le nez est très floral, sur la pivoine. En bouche, l’attaque est ample et dense avec une belle sucrosité et la jolie amertume en fin de bouche ramène une belle fraîcheur.;75cl;publish;closed;closed;thierry-germain-saumur-champigny-outre-terre-2013;05-08-2022;05-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=10814;product;2
11049;0;0;3;4,7;2;13-04-2022;13-04-2022;Vin;Vin;Alphonse Mellot Sancerre Rouge En Grands Champs 2012;Superbe robe carmin profond. Un très grand terroir situé sur les kimméridgiens au sommet de la Moussière où une poche de calcaire de Buzançais lui confère un caractère à grains denses et fins. La mûre, la griotte et le poivre rose se fondent dans des tanins soyeux et de grande garde.;75cl;publish;closed;closed;alphonse-mellot-sancerre-rouge-en-grands-champs-2012;31-01-2022;31-01-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11049;product;3
11225;0;0;0;;2;06-06-2021;06-06-2021;Champagne;Spiritueux;Champagne Larmandier-Bernier Terre de Vertus Premier Cru 2011;C’est un vin à la robe pâle et aux reflets verts et argents. Au nez, on découvre un champagne sur des notes de fruits blancs (pomme et poire), mais aussi d’épices et de fruits secs. Un nez élégant et net. En bouche, il est très équilibrée, avec une texture fine et crémeuse. Des notes élégantes d’agrumes, de fruits blancs naissent sur le palais, portées par une belle fraîcheur et une élégante minéralité. C’est un vin aérien, qui s’achève sur une belle finale iodée et poivrée.;75cl;publish;closed;closed;champagne-larmandier-bernier-terre-de-vertus-premier-cru-2011;17-05-2023;17-05-2023;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11225;product;0
11258;0;0;4;3,1;2;13-03-2023;13-03-2023;Huile d'olive;Huile;Huile d'Olive Extra Vierge Planeta 50cl;Récoltées entre le 15 octobre et le 30 novembre à la main, ces olives typiques de la région d'Agrigento en Sicile donnent une huile extra vierge de grande qualité.;50cl;publish;closed;closed;huile-dolive-extra-vierge-planeta-50cl;19-08-2023;19-08-2023;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11258;product;4
11277;0;0;2;4,7;2;19-03-2021;19-03-2021;Vin;Vin;Château Monbrison Margaux Bouquet de Monbrison 2012;Bouquet de Monbrison 2012, le second vin du Château de Monbrison à Margaux, est un vin plein de souplesse et de rondeur. On y trouve des notes de fruits rouges bien présentes, accompagnées d'un subtil boisé qui se fond dans l'ensemble. Un vin produit tout en finesse.;75cl;publish;closed;closed;margaux-bouquet-de-monbrison-2012;14-08-2022;14-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11277;product;2
11467;0;0;1;3,7;2;22-03-2020;22-03-2020;Whisky;Spiritueux;Wemyss Malts Blended Malt Scotch Whisky Peat Chimney;"""Le whisky Wemyss Peat Chimney """"La Cheminée à Tourbe"""" est un assemblage de malts de l'île d'Islay. Le nez est boisé et dévoile de subtiles notes de caramel. Bien entendu, le côté fumé est riche mais bien équilibré. La bouche est sirupeuse et chaleureuse, elle évoque des notes de cannelle, de réglisse et de tourbe.""";70cl;publish;closed;closed;whisky-wemyss-peat-chimney;26-06-2022;26-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11467;product;1
11585;0;0;0;;2;12-03-2020;12-03-2020;Whisky;Spiritueux;Wemyss Malts Blended Malt Scotch Whisky The Hive;"""Le whisky Wemyss The Hive """"La Ruche"""" est un assemblage de malts du Speyside avec principalement des fûts de Xérès de premier remplissage et de re-remplissage.La couleur intense tire sur le bronze qui souligne l'élevage en fût de Xérès. Le nez évoque le miel frais, les pommes au caramel et les bâtons de cannelle. La sucrosité du miel se prolonge en bouche et domine les nuances d'épices à dessert et de fruits confits. La finale est persistante, ronde et douce.""";70cl;publish;closed;closed;whisky-wemyss-the-hive;19-08-2022;19-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11585;product;0
11586;0;0;2;4;2;22-03-2020;22-03-2020;Whisky;Spiritueux;Wemyss Malts Blended Malt Scotch Whisky Spice King;"""Le Spice King """"Roi des Epices"""" révèle un nez de délicieuses prunes cuites, de raisins secs et de bois bien poli. En bouche, du poivre rouge relève de belle manière des châtaignes au sel marin  il y a aussi des zestes d'oranges épicées et de la cannelle. Des notes de cuir fin se mélangent à de la bruyère humide, le tout balloté par les embruns du rivage. Avec de l'eau, la chaleur du gingembre se développe avec du bacon fumé cuit sur un feu de bois flotté. Au final, la chaleur du poivre laisse la place à une délicate fumée de braises.""";70cl;publish;closed;closed;whisky-wemyss-spice-king;18-06-2022;18-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11586;product;2
11587;0;0;2;3,9;2;22-03-2020;22-03-2020;Whisky;Spiritueux;Wemyss Malts Blended Scotch Whisky Lord Elcho;Un Whisky frais et vif. Le nez évoque une salade de fruits, des pommes vertes ou encore des raisins secs.  La bouche est ample et douce avec des vagues de caramel et un soupçon de sirop de gingembre, des notes de fruits rouges comme la grenade. La finale est sèche et longue avec des arômes de Noix du Brésil, de pécan ou encore de caramel et de cannelle.;70cl;publish;closed;closed;whisky-lord-elcho;18-06-2022;18-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11587;product;2
11601;0;0;0;;2;25-07-2021;25-07-2021;Vin;Vin;Domaine des Comtes Lafon Volnay 1er Cru Champans 2013;La couleur rouge intense annonce un belle concentration, le nez évoque les fruits rouges, légèrement épicé, la bouche d'une très grande élégance livre une texture onctueuse et soyeuse malgré une structure bien présente.;75cl;publish;closed;closed;domaine-des-comtes-lafon-volnay-1er-cru-champans-2013;04-07-2022;04-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11601;product;0
11602;0;0;3;3,4;2;17-07-2022;17-07-2022;Vin;Vin;Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2013;"""""""Il s'agit là de la meilleure partie de l'appellation Santenots, autrefois classée tête de cuvée par le docteur Lavalle"""". Voilà qui nous plonge dans le bain de cette cuvée emblématique du domaine qui fut assemblée pièce par pièce, tel un puzzle, par le comte Jules Lafon. Ces 3 ha de vignes situées sur le village de Meursault et non de Volnay, sont enracinés sur une terre rouge très argileuse qui donne vie à l’un des plus grands vins rouges de la Côte de Beaune. """;75cl;publish;closed;closed;domaine-des-comtes-lafon-volnay-1er-cru-santenots-du-milieu-2013;23-06-2022;23-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11602;product;3
11641;0;0;1;4,7;2;13-02-2021;13-02-2021;Champagne;Spiritueux;Champagne Gosset Grand Millésime 2006;L'attaque est ample, gourmande avec une belle vinosite avec de subtiles notes de vanille. La fin est franche avec de l’acidite, ce qui apporte cet equilibre de fraîcheur. Les arômes d’agrumes s’expriment clairement dans cette cuvee : arômes acidules de citron et de pamplemousse, completes par des notes de fruits (poire, prunes) venant confirmer le nez mais egalement des arômes de fruits secs, de noix fraîches en bouche. La finale agreablement persistante, d’une salinite rafraîchissante, se prolonge sur des notes de citron jaune.;75cl;publish;closed;closed;champagne-gosset-grand-millesime-2006;20-08-2023;20-08-2023;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11641;product;1
11668;0;0;0;;2;13-02-2022;13-02-2022;Vin;Vin;Zind-Humbrecht Pinot Gris Grand Cru Rangen De Thann Clos Saint-Urbain 2012;Le nez dévoile déjà une belle intensité de fruit. Il est facile de ressentir le besoin de ce vin de continuer à évoluer, mais le verre déborde littéralement d’arômes propres au Rangen (fumée légère, fruits blancs, tourbe, pierre à fusil…). Ce vin dégage une sensation de sérénité et d’achèvement, confirmé par une bouche ample et délicate. La finale est très longue mais ce vin aura besoin de quelques années de vieillissement en bouteille et bénéficiera d’un passage à l’air avant le service.;75cl;publish;closed;closed;zind-humbrecht-pinot-gris-grand-cru-rangen-de-thann-clos-saint-urbain-2012;20-02-2022;20-02-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11668;product;0
11669;0;0;0;;2;18-04-2021;18-04-2021;Vin;Vin;Zind-Humbrecht Gewurztraminer Clos Windsbuhl 2012;Le nez est discret et éventuellement développe une intensité minérale très complexe pour ce cépage souvent trop parfumé. Les arômes de fruits et d’agrumes sont masqués par le terroir et l’influence de l’élevage sur lies. Le terroir se manifeste éventuellement après une longue ouverture, surtout en bouche, où l’on retrouve l’amertume noble du Windsbuhl associée à une harmonie basée sur l’acidité et la finesse des tannins. C’est un vin tout en retenue et délicatesse. Seul un grand terroir peut maîtriser ce cépage de la sorte.;75cl;publish;closed;closed;zind-humbrecht-gewurztraminer-windsbuhl-2012;17-01-2022;17-01-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11669;product;0
11736;0;0;2;4,2;2;31-01-2021;31-01-2021;Vin;Vin;Domaine de l'Ecu Muscadet Taurus 2012;Robe blé tendre. Nez élégant sur des notes minérales prononcées, notes d’agrumes, citron et pamplemousse, notes délicates de fleurs blanches, fruits secs, amande, notes toastées. Bouche grasse, opulente et contrebalancée par une fine acidité, une vivacité qui porte l’équilibre de ce vin. Elancée, complexe, puissante, la bouche mêle des notes de fruits du verger, de poire, d’abricot, de rhubarbe et de réglisse. Un vin doté d’une grande allonge, finale sur le poivre blanc. A déguster entre amateurs.;75cl;publish;closed;closed;domaine-de-lecu-muscadet-taurus-2012;23-06-2022;23-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11736;product;2
11847;0;0;0;;2;17-04-2022;17-04-2022;Vin;Vin;Thierry Germain Saumur-Champigny Outre Terre 2014;La robe est rouge vif. Le nez est très floral, sur la pivoine. En bouche, l’attaque est ample et dense avec une belle sucrosité et la jolie amertume en fin de bouche ramène une belle fraîcheur.;75cl;publish;closed;closed;thierry-germain-saumur-champigny-outre-terre-2014;27-03-2022;27-03-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11847;product;0
11849;0;0;1;4,2;2;17-04-2022;17-04-2022;Vin;Vin;Thierry Germain Saumur Blanc Terres 2014;D’une belle Robe Jaune paille, limpide, ce vin offre un nez avec une belle fraîcheur associée à une minéralité bien présente. A cela s’ajoute des arômes d’écorce d’orange. La bouche est grasse et ronde avec de légers tanins en final.;75cl;publish;closed;closed;thierry-germain-saumur-blanc-terres-2014;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11849;product;1
11862;0;0;0;;2;12-02-2022;12-02-2022;Vin;Vin;Gilles Robin Hermitage Rouge 2012;Une robe rubis intense avec une très belle brillance, un nez somptueux, complexe et riche, une bouche enveloppé dans une très belle rondeur, une finale très longue et équilibrée. C’est un vin magistral tout en finesse avec une très belle puissance.;75cl;publish;closed;closed;gilles-robin-hermitage-2012;31-01-2021;31-01-2021;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11862;product;0
11933;0;0;3;4,6;2;26-03-2021;26-03-2021;Vin;Vin;Maison Trimbach Riesling Cuvée Frédéric Emile 2008;Exposés sud et sud-est, les terroirs Grands Crus Geisberg et Osterberg de Ribeauvillé qui surplombent le domaine donnent naissance à ce vin depuis plusieurs générations. L’âge moyen des vignes, 45 ans environ, offre des rendements limités. La composition marno-calcaro-gréseux et calcaire coquillé du terroir (Muschelkalk), tout comme les raisins de belle maturité strictement sélectionnés à la main, confèrent à ce vin une remarquable personnalité : un riesling sec et puissant, souligné d’une note minérale et d’une acidité finement ciselée. Prestigieuse signature de la maison, la « Cuvée Frédéric Emile » est recherchée par les fins connaisseurs et collectionneurs.;75cl;publish;closed;closed;maison-trimbach-riesling-cfe-2008;20-06-2022;20-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11933;product;3
11996;0;0;0;;2;18-07-2021;18-07-2021;Champagne;Spiritueux;Champagne Agrapart &amp Fils Les 7 Crus Brut Blanc de Blancs;La cuvée Les 7 Crus provient d'un assemblage d'une mozaïque de parcelles, des têtes de cuvées des 7 crus du domaine. Le vin est complexe, avec de fines notes de noisettes et d'épices. La bouche est fraîche, aux arômes de fleurs et fruits blancs avec de jolies notes d'épices.;75cl;publish;closed;closed;champagne-agrapart-fils-les-7-crus-brut-blanc-de-blancs;04-01-2023;04-01-2023;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11996;product;0
11997;0;0;0;;2;18-07-2021;18-07-2021;Champagne;Spiritueux;Champagne Agrapart &amp Fils Terroirs Brut Blanc de Blancs Grand Cru;"""Avec son petit dosage et son côté très """"nature"""", cette cuvée se dévoile par un nez pâtissier, avec des notes de fruits secs, de brioche, d'amandes et de fruits blancs La bouche est ample, minérale, vineuse et termine sur d'agréables notes de fruits secs. Encore une réussite.""";75cl;publish;closed;closed;champagne-agrapart-fils-terroirs-brut-blanc-de-blancs-grand-cru;05-03-2023;05-03-2023;0;https://www.bottle-neck.fr/?post_type=product&#038:p=11997;product;0
12045;0;0;3;4,8;2;12-02-2022;12-02-2022;Vin;Vin;Château de Vaudieu Châteauneuf-du-Pape Blanc 2020;Plein et enrobé sur la jeunesse, il atteint sa plénitude après 5 ans, et peut, du fait de son acidité remarquable, vieillir plus de 10 ans.;75cl;publish;closed;closed;chateau-de-vaudieu-chateauneuf-du-pape-blanc-2020;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=12045;product;3
