Key_Sales;Sales;Orders;Stock
2023-1_14599;4;24;66
2023-2_14599;5;;61
2023-3_14599;5;;56
2023-4_14599;7;24;73
2023-5_14599;8;;65
2023-6_14599;11;;54
2023-7_14599;11;24;67
2023-8_14599;9;;58
2023-9_14599;14;;44
2023-10_14599;11;66;99
2022-10_15732;11;78;89
2022-11_15732;19;;70
2022-12_15732;23;;47
2023-1_15732;6;36;77
2023-2_15732;6;;71
2023-3_15732;6;;65
2023-4_15732;8;18;75
2023-5_15732;10;;65
2023-6_15732;12;;53
2023-7_15732;15;30;68
2023-8_15732;12;;56
2023-9_15732;17;;39
2023-10_15732;13;72;98
2022-10_15733;14;84;99
2022-11_15733;22;;77
2022-12_15733;27;;50
2023-1_15733;7;42;85
2023-2_15733;6;;79
2023-3_15733;6;;73
2023-4_15733;10;24;87
2023-5_15733;12;;75
2023-6_15733;15;;60
2023-7_15733;18;60;102
2023-8_15733;14;;88
2023-9_15733;19;;69
2023-10_15733;17;90;142
2022-10_12771;9;60;65
2022-11_12771;17;;48
2022-12_12771;21;;27
2023-1_12771;5;30;52
2023-2_12771;4;;48
2023-3_12771;5;;43
2023-4_12771;8;18;53
2023-5_12771;9;;44
2023-6_12771;13;;31
2023-7_12771;12;42;61
2023-8_12771;11;;50
2023-9_12771;15;;35
2023-10_12771;12;54;77
2022-10_15734;11;78;88
2022-11_15734;19;;69
2022-12_15734;23;;46
2023-1_15734;7;30;69
2023-2_15734;5;;64
2023-3_15734;6;;58
2023-4_15734;9;30;79
2023-5_15734;11;;68
2023-6_15734;14;;54
2023-7_15734;13;42;83
2023-8_15734;11;;72
2023-9_15734;16;;56
2023-10_15734;14;84;126
2022-10_15403;11;;17
2022-11_15403;22;108;103
2022-12_15403;25;;78
2023-1_15403;6;;72
2023-2_15403;6;;66
2023-3_15403;6;42;102
2023-4_15403;8;;94
2023-5_15403;11;;83
2023-6_15403;15;84;152
2023-7_15403;15;;137
2023-8_15403;12;;125
2023-9_15403;19;;106
2023-10_15403;14;;92
2022-10_14569;14;84;115
2022-11_14569;26;;89
2022-12_14569;29;;60
2023-1_14569;8;48;100
2023-2_14569;8;;92
2023-3_14569;7;;85
2023-4_14569;9;24;100
2023-5_14569;12;;88
2023-6_14569;17;;71
2023-7_14569;18;60;113
2023-8_14569;15;;98
2023-9_14569;23;;75
2023-10_14569;18;96;153
2022-10_14570;19;138;187
2022-11_14570;38;;149
2022-12_14570;47;;102
2023-1_14570;11;60;151
2023-2_14570;10;;141
2023-3_14570;10;;131
2023-4_14570;17;42;156
2023-5_14570;18;;138
2023-6_14570;26;;112
2023-7_14570;28;66;150
2023-8_14570;23;;127
2023-9_14570;36;;91
2023-10_14570;24;120;187
2022-10_16295;15;102;120
2022-11_16295;26;;94
2022-12_16295;32;;62
2023-1_16295;7;48;103
2023-2_16295;9;;94
2023-3_16295;8;;86
2023-4_16295;11;36;111
2023-5_16295;15;;96
2023-6_16295;17;;79
2023-7_16295;21;42;100
2023-8_16295;15;;85
2023-9_16295;24;;61
2023-10_16295;18;102;145
2022-10_16322;2;24;22
2022-11_16322;4;;18
2022-12_16322;11;;7
2023-1_16322;5;18;20
2023-2_16322;3;;17
2023-3_16322;1;;16
2023-4_16322;7;12;21
2023-5_16322;2;;19
2023-6_16322;5;;14
2023-7_16322;3;12;23
2023-8_16322;2;;21
2023-9_16322;2;;19
2023-10_16322;12;24;31
2022-10_14573;13;84;103
2022-11_14573;23;;80
2022-12_14573;27;;53
2023-1_14573;7;48;94
2023-2_14573;8;;86
2023-3_14573;8;;78
2023-4_14573;10;36;104
2023-5_14573;12;;92
2023-6_14573;15;;77
2023-7_14573;18;36;95
2023-8_14573;14;;81
2023-9_14573;21;;60
2023-10_14573;15;96;141
2022-10_16274;17;;31
2022-11_16274;30;132;133
2022-12_16274;34;;99
2023-1_16274;8;;91
2023-2_16274;7;;84
2023-3_16274;10;60;134
2023-4_16274;13;;121
2023-5_16274;15;;106
2023-6_16274;20;102;188
2023-7_16274;22;;166
2023-8_16274;16;;150
2023-9_16274;26;;124
2023-10_16274;20;;104
2022-10_16039;15;;14
2022-11_16039;25;108;97
2022-12_16039;32;;65
2023-1_16039;10;;55
2023-2_16039;9;;46
2023-3_16039;9;72;109
2023-4_16039;12;;97
2023-5_16039;14;;83
2023-6_16039;18;108;173
2023-7_16039;20;;153
2023-8_16039;15;;138
2023-9_16039;24;;114
2023-10_16039;19;;95
2022-10_16275;17;;17
2022-11_16275;32;132;117
2022-12_16275;37;;80
2023-1_16275;11;;69
2023-2_16275;8;;61
2023-3_16275;10;54;105
2023-4_16275;11;;94
2023-5_16275;15;;79
2023-6_16275;22;120;177
2023-7_16275;22;;155
2023-8_16275;19;;136
2023-9_16275;28;;108
2023-10_16275;21;;87
2022-10_16318;13;;26
2022-11_16318;26;114;114
2022-12_16318;31;;83
2023-1_16318;7;;76
2023-2_16318;8;;68
2023-3_16318;9;60;119
2023-4_16318;11;;108
2023-5_16318;12;;96
2023-6_16318;17;90;169
2023-7_16318;18;;151
2023-8_16318;15;;136
2023-9_16318;21;;115
2023-10_16318;17;;98
2022-10_16498;14;;15
2022-11_16498;25;108;98
2022-12_16498;29;;69
2023-1_16498;7;;62
2023-2_16498;8;;54
2023-3_16498;8;60;106
2023-4_16498;9;;97
2023-5_16498;12;;85
2023-6_16498;18;90;157
2023-7_16498;17;;140
2023-8_16498;15;;125
2023-9_16498;22;;103
2023-10_16498;18;;85
2022-10_16319;13;;20
2022-11_16319;23;108;105
2022-12_16319;27;;78
2023-1_16319;6;;72
2023-2_16319;6;;66
2023-3_16319;6;42;102
2023-4_16319;10;;92
2023-5_16319;11;;81
2023-6_16319;15;84;150
2023-7_16319;17;;133
2023-8_16319;14;;119
2023-9_16319;21;;98
2023-10_16319;15;;83
2022-10_16320;10;;20
2022-11_16320;17;90;93
2022-12_16320;22;;71
2023-1_16320;6;;65
2023-2_16320;5;;60
2023-3_16320;6;30;84
2023-4_16320;8;;76
2023-5_16320;9;;67
2023-6_16320;12;60;115
2023-7_16320;12;;103
2023-8_16320;10;;93
2023-9_16320;14;;79
2023-10_16320;11;;68
2022-10_16135;9;60;79
2022-11_16135;17;;62
2022-12_16135;21;;41
2023-1_16135;6;30;65
2023-2_16135;5;;60
2023-3_16135;6;;54
2023-4_16135;7;18;65
2023-5_16135;8;;57
2023-6_16135;12;;45
2023-7_16135;12;24;57
2023-8_16135;11;;46
2023-9_16135;16;;30
2023-10_16135;11;72;91
2023-5_30029;18;28;10
2023-6_30029;23;38;25
2023-7_30029;27;37;35
2023-8_30029;28;39;46
2023-9_30029;18;;28
2023-10_30029;15;23;36
2023-5_30011;19;30;11
2023-6_30011;25;33;19
2023-7_30011;30;50;39
2023-8_30011;33;44;50
2023-9_30011;19;;31
2023-10_30011;19;27;39
2023-5_30012;23;32;9
2023-6_30012;28;45;26
2023-7_30012;32;52;46
2023-8_30012;35;49;60
2023-9_30012;21;;39
2023-10_30012;20;28;47
2023-5_30010;9;12;3
2023-6_30010;12;18;9
2023-7_30010;14;18;13
2023-8_30010;14;23;22
2023-9_30010;9;;13
2023-10_30010;8;13;18
2022-10_3383;3;;7
2022-11_3383;6;30;31
2022-12_3383;7;;24
2023-1_3383;2;;22
2023-2_3383;2;;20
2023-3_3383;2;12;30
2023-4_3383;2;;28
2023-5_3383;3;;25
2023-6_3383;4;18;39
2023-7_3383;4;;35
2023-8_3383;4;;31
2023-9_3383;5;;26
2023-10_3383;4;;22
2022-10_16011;10;;20
2022-11_16011;20;90;90
2022-12_16011;24;;66
2023-1_16011;6;;60
2023-2_16011;6;;54
2023-3_16011;6;42;90
2023-4_16011;9;;81
2023-5_16011;10;;71
2023-6_16011;12;72;131
2023-7_16011;15;;116
2023-8_16011;11;;105
2023-9_16011;16;;89
2023-10_16011;12;;77
2022-10_16022;10;;17
2022-11_16022;18;78;77
2022-12_16022;23;;54
2023-1_16022;7;;47
2023-2_16022;6;;41
2023-3_16022;6;42;77
2023-4_16022;8;;69
2023-5_16022;11;;58
2023-6_16022;12;72;118
2023-7_16022;15;;103
2023-8_16022;11;;92
2023-9_16022;18;;74
2023-10_16022;13;;61
2023-5_30025;16;26;10
2023-6_30025;21;31;20
2023-7_30025;24;40;36
2023-8_30025;26;39;49
2023-9_30025;16;;33
2023-10_30025;15;24;42
2022-10_15784;9;54;66
2022-11_15784;16;;50
2022-12_15784;18;;32
2023-1_15784;5;24;51
2023-2_15784;5;;46
2023-3_15784;5;;41
2023-4_15784;6;18;53
2023-5_15784;8;;45
2023-6_15784;10;;35
2023-7_15784;12;36;59
2023-8_15784;8;;51
2023-9_15784;14;;37
2023-10_15784;10;60;87
2022-10_16124;9;60;71
2022-11_16124;17;;54
2022-12_16124;20;;34
2023-1_16124;5;24;53
2023-2_16124;6;;47
2023-3_16124;6;;41
2023-4_16124;7;18;52
2023-5_16124;10;;42
2023-6_16124;13;;29
2023-7_16124;12;36;53
2023-8_16124;10;;43
2023-9_16124;16;;27
2023-10_16124;12;60;75
2022-10_15786;9;60;79
2022-11_15786;16;;63
2022-12_15786;21;;42
2023-1_15786;5;30;67
2023-2_15786;5;;62
2023-3_15786;5;;57
2023-4_15786;7;18;68
2023-5_15786;9;;59
2023-6_15786;11;;48
2023-7_15786;12;36;72
2023-8_15786;10;;62
2023-9_15786;15;;47
2023-10_15786;11;54;90
2022-10_15785;7;42;51
2022-11_15785;13;;38
2022-12_15785;16;;22
2023-1_15785;4;24;42
2023-2_15785;3;;39
2023-3_15785;4;;35
2023-4_15785;6;12;41
2023-5_15785;7;;34
2023-6_15785;9;;25
2023-7_15785;9;18;34
2023-8_15785;8;;26
2023-9_15785;12;;14
2023-10_15785;10;42;46
2022-10_15337;13;96;122
2022-11_15337;23;;99
2022-12_15337;29;;70
2023-1_15337;7;42;105
2023-2_15337;6;;99
2023-3_15337;6;;93
2023-4_15337;10;24;107
2023-5_15337;12;;95
2023-6_15337;15;;80
2023-7_15337;16;30;94
2023-8_15337;13;;81
2023-9_15337;21;;60
2023-10_15337;14;90;136
2022-10_15338;7;54;70
2022-11_15338;14;;56
2022-12_15338;16;;40
2023-1_15338;4;18;54
2023-2_15338;3;;51
2023-3_15338;4;;47
2023-4_15338;6;18;59
2023-5_15338;7;;52
2023-6_15338;9;;43
2023-7_15338;10;30;63
2023-8_15338;8;;55
2023-9_15338;12;;43
2023-10_15338;9;60;94
2022-10_15967;8;60;79
2022-11_15967;16;;63
2022-12_15967;18;;45
2023-1_15967;5;24;64
2023-2_15967;4;;60
2023-3_15967;5;;55
2023-4_15967;6;12;61
2023-5_15967;8;;53
2023-6_15967;10;;43
2023-7_15967;12;24;55
2023-8_15967;9;;46
2023-9_15967;14;;32
2023-10_15967;11;66;87
2022-10_15022;1;36;35
2022-11_15022;18;;17
2022-12_15022;11;;6
2023-1_15022;3;18;21
2023-2_15022;4;;17
2023-3_15022;1;;16
2023-4_15022;5;12;23
2023-5_15022;7;;16
2023-6_15022;8;;8
2023-7_15022;10;18;16
2023-8_15022;2;;14
2023-9_15022;2;;12
2023-10_15022;6;36;42
2022-10_15966;10;72;94
2022-11_15966;19;;75
2022-12_15966;23;;52
2023-1_15966;6;36;82
2023-2_15966;5;;77
2023-3_15966;6;;71
2023-4_15966;8;18;81
2023-5_15966;10;;71
2023-6_15966;14;;57
2023-7_15966;15;30;72
2023-8_15966;11;;61
2023-9_15966;17;;44
2023-10_15966;14;72;102
2023-5_30000;11;18;7
2023-6_30000;14;20;13
2023-7_30000;16;27;24
2023-8_30000;17;27;34
2023-9_30000;11;;23
2023-10_30000;10;16;29
2022-10_16328;10;72;90
2022-11_16328;18;;72
2022-12_16328;21;;51
2023-1_16328;6;36;81
2023-2_16328;4;;77
2023-3_16328;5;;72
2023-4_16328;7;18;83
2023-5_16328;8;;75
2023-6_16328;11;;64
2023-7_16328;13;24;75
2023-8_16328;11;;64
2023-9_16328;15;;49
2023-10_16328;12;84;121
2022-10_15818;8;54;66
2022-11_15818;15;;51
2022-12_15818;18;;33
2023-1_15818;4;30;59
2023-2_15818;4;;55
2023-3_15818;5;;50
2023-4_15818;6;18;62
2023-5_15818;8;;54
2023-6_15818;10;;44
2023-7_15818;12;24;56
2023-8_15818;8;;48
2023-9_15818;14;;34
2023-10_15818;11;60;83
2022-10_14469;15;108;135
2022-11_14469;29;;106
2022-12_14469;33;;73
2023-1_14469;8;54;119
2023-2_14469;9;;110
2023-3_14469;9;;101
2023-4_14469;11;42;132
2023-5_14469;15;;117
2023-6_14469;18;;99
2023-7_14469;21;72;150
2023-8_14469;16;;134
2023-9_14469;24;;110
2023-10_14469;19;102;193
2022-10_15310;14;102;118
2022-11_15310;28;;90
2022-12_15310;32;;58
2023-1_15310;7;36;87
2023-2_15310;8;;79
2023-3_15310;8;;71
2023-4_15310;10;24;85
2023-5_15310;14;;71
2023-6_15310;19;;52
2023-7_15310;20;66;98
2023-8_15310;17;;81
2023-9_15310;23;;58
2023-10_15310;18;96;136
2022-10_14725;17;90;73
2022-11_14725;29;;44
2022-12_14725;33;;11
2023-1_14725;9;60;62
2023-2_14725;10;;52
2023-3_14725;10;;42
2023-4_14725;12;30;60
2023-5_14725;14;;46
2023-6_14725;18;;28
2023-7_14725;21;54;61
2023-8_14725;18;;43
2023-9_14725;25;;18
2023-10_14725;20;96;94
2022-10_16097;9;54;72
2022-11_16097;18;;54
2022-12_16097;20;;34
2023-1_16097;5;30;59
2023-2_16097;5;;54
2023-3_16097;6;;48
2023-4_16097;6;24;66
2023-5_16097;9;;57
2023-6_16097;11;;46
2023-7_16097;13;30;63
2023-8_16097;11;;52
2023-9_16097;15;;37
2023-10_16097;11;66;92
2022-10_8365;13;84;99
2022-11_8365;24;;75
2022-12_8365;30;;45
2023-1_8365;7;48;86
2023-2_8365;7;;79
2023-3_8365;9;;70
2023-4_8365;11;30;89
2023-5_8365;14;;75
2023-6_8365;16;;59
2023-7_8365;19;42;82
2023-8_8365;15;;67
2023-9_8365;22;;45
2023-10_8365;16;90;119
2022-10_15482;12;78;92
2022-11_15482;21;;71
2022-12_15482;24;;47
2023-1_15482;7;24;64
2023-2_15482;5;;59
2023-3_15482;7;;52
2023-4_15482;9;30;73
2023-5_15482;11;;62
2023-6_15482;13;;49
2023-7_15482;16;30;63
2023-8_15482;13;;50
2023-9_15482;18;;32
2023-10_15482;15;90;107
2022-10_12365;11;72;84
2022-11_12365;20;;64
2022-12_12365;24;;40
2023-1_12365;6;30;64
2023-2_12365;5;;59
2023-3_12365;7;;52
2023-4_12365;7;18;63
2023-5_12365;10;;53
2023-6_12365;13;;40
2023-7_12365;14;42;68
2023-8_12365;12;;56
2023-9_12365;18;;38
2023-10_12365;12;78;104
2022-10_12366;5;30;40
2022-11_12366;10;;30
2022-12_12366;11;;19
2023-1_12366;3;18;34
2023-2_12366;3;;31
2023-3_12366;3;;28
2023-4_12366;4;12;36
2023-5_12366;5;;31
2023-6_12366;7;;24
2023-7_12366;7;24;41
2023-8_12366;6;;35
2023-9_12366;9;;26
2023-10_12366;6;36;56
2022-10_15075;11;66;81
2022-11_15075;19;;62
2022-12_15075;24;;38
2023-1_15075;7;42;73
2023-2_15075;6;;67
2023-3_15075;5;;62
2023-4_15075;8;18;72
2023-5_15075;9;;63
2023-6_15075;13;;50
2023-7_15075;14;36;72
2023-8_15075;11;;61
2023-9_15075;18;;43
2023-10_15075;13;60;90
2022-10_13453;11;78;95
2022-11_13453;20;;75
2022-12_13453;22;;53
2023-1_13453;6;24;71
2023-2_13453;5;;66
2023-3_13453;6;;60
2023-4_13453;9;24;75
2023-5_13453;9;;66
2023-6_13453;13;;53
2023-7_13453;14;30;69
2023-8_13453;11;;58
2023-9_13453;17;;41
2023-10_13453;12;78;107
2022-10_15676;7;;13
2022-11_15676;14;42;41
2022-12_15676;16;;25
2023-1_15676;4;;21
2023-2_15676;4;18;35
2023-3_15676;5;;30
2023-4_15676;5;;25
2023-5_15676;7;24;42
2023-6_15676;8;;34
2023-7_15676;10;;24
2023-8_15676;8;30;46
2023-9_15676;12;;34
2023-10_15676;9;;25
2022-10_16120;12;;30
2022-11_16120;23;108;115
2022-12_16120;30;;85
2023-1_16120;7;;78
2023-2_16120;7;24;95
2023-3_16120;7;;88
2023-4_16120;12;;76
2023-5_16120;14;54;116
2023-6_16120;16;;100
2023-7_16120;18;;82
2023-8_16120;15;60;127
2023-9_16120;23;;104
2023-10_16120;16;;88
2022-10_16564;10;;9
2022-11_16564;17;54;46
2022-12_16564;20;;26
2023-1_16564;5;;21
2023-2_16564;5;18;34
2023-3_16564;6;;28
2023-4_16564;7;;21
2023-5_16564;8;36;49
2023-6_16564;11;;38
2023-7_16564;13;;25
2023-8_16564;10;36;51
2023-9_16564;16;;35
2023-10_16564;12;;23
2022-10_15564;6;;12
2022-11_15564;12;42;42
2022-12_15564;14;;28
2023-1_15564;4;;24
2023-2_15564;3;12;33
2023-3_15564;3;;30
2023-4_15564;5;;25
2023-5_15564;6;24;43
2023-6_15564;8;;35
2023-7_15564;8;;27
2023-8_15564;7;30;50
2023-9_15564;10;;40
2023-10_15564;8;;32
2022-10_15675;12;;23
2022-11_15675;20;60;63
2022-12_15675;26;;37
2023-1_15675;7;;30
2023-2_15675;7;24;47
2023-3_15675;7;;40
2023-4_15675;8;;32
2023-5_15675;11;42;63
2023-6_15675;15;;48
2023-7_15675;15;;33
2023-8_15675;12;42;63
2023-9_15675;18;;45
2023-10_15675;14;;31
2022-10_15378;8;;9
2022-11_15378;15;66;60
2022-12_15378;19;;41
2023-1_15378;5;;36
2023-2_15378;5;18;49
2023-3_15378;4;;45
2023-4_15378;6;;39
2023-5_15378;7;36;68
2023-6_15378;11;;57
2023-7_15378;11;;46
2023-8_15378;9;36;73
2023-9_15378;13;;60
2023-10_15378;10;;50
2022-10_15813;14;;26
2022-11_15813;26;60;60
2022-12_15813;31;;29
2023-1_15813;8;;21
2023-2_15813;9;36;48
2023-3_15813;8;;40
2023-4_15813;12;;28
2023-5_15813;14;54;68
2023-6_15813;18;;50
2023-7_15813;19;;31
2023-8_15813;16;60;75
2023-9_15813;25;;50
2023-10_15813;17;;33
2022-10_16540;6;;9
2022-11_16540;10;36;35
2022-12_16540;11;;24
2023-1_16540;3;;21
2023-2_16540;3;12;30
2023-3_16540;3;;27
2023-4_16540;4;;23
2023-5_16540;5;18;36
2023-6_16540;6;;30
2023-7_16540;7;;23
2023-8_16540;6;24;41
2023-9_16540;8;;33
2023-10_16540;7;;26
2023-5_30026;13;18;5
2023-6_30026;16;27;16
2023-7_30026;19;25;22
2023-8_30026;21;32;33
2023-9_30026;12;;21
2023-10_30026;11;15;25
2022-10_15035;5;;0
2022-11_15035;10;42;32
2022-12_15035;11;;21
2023-1_15035;3;;18
2023-2_15035;2;;16
2023-3_15035;3;18;31
2023-4_15035;4;;27
2023-5_15035;5;;22
2023-6_15035;7;30;45
2023-7_15035;7;;38
2023-8_15035;6;;32
2023-9_15035;9;;23
2023-10_15035;6;;17
2022-10_16047;15;90;110
2022-11_16047;25;;85
2022-12_16047;29;;56
2023-1_16047;9;42;89
2023-2_16047;8;;81
2023-3_16047;7;;74
2023-4_16047;9;30;95
2023-5_16047;14;;81
2023-6_16047;17;;64
2023-7_16047;18;54;100
2023-8_16047;15;;85
2023-9_16047;23;;62
2023-10_16047;16;96;142
2022-10_15812;10;66;85
2022-11_15812;16;;69
2022-12_15812;22;;47
2023-1_15812;5;30;72
2023-2_15812;4;;68
2023-3_15812;5;;63
2023-4_15812;7;18;74
2023-5_15812;8;;66
2023-6_15812;13;;53
2023-7_15812;12;24;65
2023-8_15812;10;;55
2023-9_15812;15;;40
2023-10_15812;12;78;106
2022-10_16292;9;66;86
2022-11_16292;17;;69
2022-12_16292;21;;48
2023-1_16292;6;24;66
2023-2_16292;4;;62
2023-3_16292;5;;57
2023-4_16292;7;24;74
2023-5_16292;10;;64
2023-6_16292;12;;52
2023-7_16292;12;30;70
2023-8_16292;11;;59
2023-9_16292;15;;44
2023-10_16292;11;60;93
2022-10_15307;17;120;139
2022-11_15307;29;;110
2022-12_15307;35;;75
2023-1_15307;8;42;109
2023-2_15307;7;;102
2023-3_15307;8;;94
2023-4_15307;11;42;125
2023-5_15307;14;;111
2023-6_15307;19;;92
2023-7_15307;22;54;124
2023-8_15307;17;;107
2023-9_15307;26;;81
2023-10_15307;19;126;188
2022-10_14661;9;54;70
2022-11_14661;17;;53
2022-12_14661;21;;32
2023-1_14661;5;30;57
2023-2_14661;5;;52
2023-3_14661;5;;47
2023-4_14661;7;24;64
2023-5_14661;9;;55
2023-6_14661;12;;43
2023-7_14661;13;30;60
2023-8_14661;10;;50
2023-9_14661;16;;34
2023-10_14661;13;54;75
2022-10_16304;17;108;124
2022-11_16304;31;;93
2022-12_16304;37;;56
2023-1_16304;9;54;101
2023-2_16304;9;;92
2023-3_16304;9;;83
2023-4_16304;13;42;112
2023-5_16304;17;;95
2023-6_16304;20;;75
2023-7_16304;21;48;102
2023-8_16304;18;;84
2023-9_16304;27;;57
2023-10_16304;22;120;155
2023-5_30032;5;8;3
2023-6_30032;7;10;6
2023-7_30032;8;13;11
2023-8_30032;9;15;17
2023-9_30032;5;;12
2023-10_30032;5;7;14
2023-5_30028;24;38;14
2023-6_30028;33;55;36
2023-7_30028;39;59;56
2023-8_30028;40;55;71
2023-9_30028;26;;45
2023-10_30028;23;37;59
2023-5_30027;12;20;8
2023-6_30027;17;26;17
2023-7_30027;19;25;23
2023-8_30027;21;34;36
2023-9_30027;12;;24
2023-10_30027;12;17;29
2023-5_30031;26;43;17
2023-6_30031;32;45;30
2023-7_30031;38;57;49
2023-8_30031;40;62;71
2023-9_30031;25;;46
2023-10_30031;21;28;53
2022-10_14975;6;;6
2022-11_14975;11;24;19
2022-12_14975;14;;5
2023-1_14975;3;;2
2023-2_14975;3;12;11
2023-3_14975;3;;8
2023-4_14975;5;;3
2023-5_14975;6;24;21
2023-6_14975;8;;13
2023-7_14975;8;;5
2023-8_14975;7;24;22
2023-9_14975;10;;12
2023-10_14975;7;;5
2022-10_16042;8;;7
2022-11_16042;15;48;40
2022-12_16042;19;;21
2023-1_16042;6;;15
2023-2_16042;4;18;29
2023-3_16042;5;;24
2023-4_16042;7;;17
2023-5_16042;8;36;45
2023-6_16042;11;;34
2023-7_16042;11;;23
2023-8_16042;8;36;51
2023-9_16042;13;;38
2023-10_16042;10;;28
2022-10_16041;3;;2
2022-11_16041;5;18;15
2022-12_16041;7;;8
2023-1_16041;2;;6
2023-2_16041;2;12;16
2023-3_16041;2;;14
2023-4_16041;2;;12
2023-5_16041;3;12;21
2023-6_16041;4;;17
2023-7_16041;4;;13
2023-8_16041;4;12;21
2023-9_16041;5;;16
2023-10_16041;4;;12
2022-10_14980;3;;3
2022-11_14980;18;42;27
2022-12_14980;10;;17
2023-1_14980;6;;11
2023-2_14980;3;18;26
2023-3_14980;6;;20
2023-4_14980;2;;18
2023-5_14980;3;18;33
2023-6_14980;6;;27
2023-7_14980;15;;12
2023-8_14980;9;18;21
2023-9_14980;3;;18
2023-10_14980;8;;10
2022-10_15269;2;;0
2022-11_15269;4;12;8
2022-12_15269;4;;4
2023-1_15269;1;;3
2023-2_15269;1;6;8
2023-3_15269;1;;7
2023-4_15269;2;;5
2023-5_15269;2;12;15
2023-6_15269;3;;12
2023-7_15269;3;;9
2023-8_15269;2;12;19
2023-9_15269;3;;16
2023-10_15269;3;;13
2022-10_14977;11;;10
2022-11_14977;19;48;39
2022-12_14977;11;;28
2023-1_14977;3;;25
2023-2_14977;1;12;36
2023-3_14977;4;;32
2023-4_14977;8;;24
2023-5_14977;3;24;45
2023-6_14977;7;;38
2023-7_14977;6;;32
2023-8_14977;4;24;52
2023-9_14977;16;;36
2023-10_14977;11;;25
2022-10_16449;12;;30
2022-11_16449;24;102;108
2022-12_16449;28;;80
2023-1_16449;6;;74
2023-2_16449;6;24;92
2023-3_16449;8;;84
2023-4_16449;10;;74
2023-5_16449;13;48;109
2023-6_16449;15;;94
2023-7_16449;17;;77
2023-8_16449;14;54;117
2023-9_16449;20;;97
2023-10_16449;15;;82
2022-10_16043;10;;15
2022-11_16043;20;66;61
2022-12_16043;23;;38
2023-1_16043;6;;32
2023-2_16043;5;24;51
2023-3_16043;7;;44
2023-4_16043;8;;36
2023-5_16043;9;42;69
2023-6_16043;13;;56
2023-7_16043;15;;41
2023-8_16043;12;42;71
2023-9_16043;18;;53
2023-10_16043;12;;41
2022-10_16044;14;;10
2022-11_16044;23;96;83
2022-12_16044;26;;57
2023-1_16044;7;;50
2023-2_16044;8;30;72
2023-3_16044;7;;65
2023-4_16044;10;;55
2023-5_16044;13;48;90
2023-6_16044;17;;73
2023-7_16044;16;;57
2023-8_16044;14;60;103
2023-9_16044;21;;82
2023-10_16044;16;;66
2022-10_19815;3;18;15
2022-11_19815;5;;10
2022-12_19815;7;;3
2023-1_19815;2;12;13
2023-2_19815;2;;11
2023-3_19815;2;;9
2023-4_19815;3;12;18
2023-5_19815;3;;15
2023-6_19815;4;;11
2023-7_19815;4;12;19
2023-8_19815;4;;15
2023-9_19815;5;;10
2023-10_19815;4;18;24
2022-10_15300;11;36;25
2022-11_15300;4;;21
2022-12_15300;12;;9
2023-1_15300;3;18;24
2023-2_15300;2;;22
2023-3_15300;1;;21
2023-4_15300;3;12;30
2023-5_15300;9;;21
2023-6_15300;13;;8
2023-7_15300;13;42;37
2023-8_15300;9;;28
2023-9_15300;13;;15
2023-10_15300;13;42;44
2022-10_19814;12;84;98
2022-11_19814;22;;76
2022-12_19814;28;;48
2023-1_19814;8;30;70
2023-2_19814;7;;63
2023-3_19814;7;;56
2023-4_19814;10;36;82
2023-5_19814;13;;69
2023-6_19814;15;;54
2023-7_19814;17;54;91
2023-8_19814;14;;77
2023-9_19814;21;;56
2023-10_19814;16;90;130
2022-10_15298;6;42;52
2022-11_15298;11;;41
2022-12_15298;14;;27
2023-1_15298;4;18;41
2023-2_15298;4;;37
2023-3_15298;4;;33
2023-4_15298;5;12;40
2023-5_15298;7;;33
2023-6_15298;8;;25
2023-7_15298;9;24;40
2023-8_15298;6;;34
2023-9_15298;10;;24
2023-10_15298;8;48;64
2022-10_15296;10;54;54
2022-11_15296;17;;37
2022-12_15296;20;;17
2023-1_15296;5;30;42
2023-2_15296;5;;37
2023-3_15296;5;;32
2023-4_15296;7;18;43
2023-5_15296;8;;35
2023-6_15296;11;;24
2023-7_15296;12;24;36
2023-8_15296;10;;26
2023-9_15296;16;;10
2023-10_15296;11;60;59
2022-10_15303;7;42;47
2022-11_15303;13;;34
2022-12_15303;16;;18
2023-1_15303;4;18;32
2023-2_15303;5;;27
2023-3_15303;5;;22
2023-4_15303;6;18;34
2023-5_15303;7;;27
2023-6_15303;9;;18
2023-7_15303;10;24;32
2023-8_15303;8;;24
2023-9_15303;12;;12
2023-10_15303;8;48;52
2022-10_16497;14;84;97
2022-11_16497;24;;73
2022-12_16497;29;;44
2023-1_16497;8;48;84
2023-2_16497;8;;76
2023-3_16497;7;;69
2023-4_16497;9;18;78
2023-5_16497;14;;64
2023-6_16497;17;;47
2023-7_16497;19;42;70
2023-8_16497;14;;56
2023-9_16497;22;;34
2023-10_16497;16;84;102
2022-10_15306;9;66;78
2022-11_15306;17;;61
2022-12_15306;21;;40
2023-1_15306;6;36;70
2023-2_15306;5;;65
2023-3_15306;5;;60
2023-4_15306;7;18;71
2023-5_15306;9;;62
2023-6_15306;13;;49
2023-7_15306;13;30;66
2023-8_15306;10;;56
2023-9_15306;15;;41
2023-10_15306;11;72;102
2022-10_16081;7;42;48
2022-11_16081;12;;36
2022-12_16081;14;;22
2023-1_16081;4;24;42
2023-2_16081;3;;39
2023-3_16081;4;;35
2023-4_16081;5;12;42
